86,4.9,2.5,4.5,1.7,2
87,6.9,3.1,4.9,1.5,1
88,6.0,2.2,5.0,1.5,2
89,5.1,2.5,3.0,1.1,1
90,7.2,3.0,5.8,1.6,2
91,6.2,2.9,4.3,1.3,1
92,4.4,2.9,1.4,0.2,0
93,5.7,2.8,4.1,1.3,1
94,5.7,2.5,5.0,2.0,2
95,5.6,3.0,4.5,1.5,1
96,5.1,3.3,1.7,0.5,0
97,5.5,2.3,4.0,1.3,1
98,6.3,3.3,4.7,1.6,1
99,6.3,2.8,5.1,1.5,2
100,6.3,3.4,5.6,2.4,2
101,6.5,3.0,5.5,1.8,2
102,4.6,3.1,1.5,0.2,0
103,7.7,3.8,6.7,2.2,2
104,5.0,2.0,3.5,1.0,1
105,7.2,3.6,6.1,2.5,2
106,6.4,3.2,4.5,1.5,1
107,4.9,3.0,1.4,0.2,0
108,5.9,3.0,4.2,1.5,1
109,4.8,3.1,1.6,0.2,0
110,6.3,3.3,6.0,2.5,2
111,6.4,2.8,5.6,2.2,2
112,4.8,3.4,1.9,0.2,0
113,6.7,2.5,5.8,1.8,2
114,5.1,3.8,1.9,0.4,0
115,5.7,2.9,4.2,1.3,1
116,6.4,2.7,5.3,1.9,2
117,5.4,3.4,1.7,0.2,0
118,6.8,3.0,5.5,2.1,2
119,6.3,2.5,4.9,1.5,1
120,4.4,3.2,1.3,0.2,0
121,4.9,3.1,1.5,0.1,0
122,7.7,2.6,6.9,2.3,2
123,5.0,3.4,1.5,0.2,0
124,6.0,2.7,5.1,1.6,1
125,6.7,3.3,5.7,2.5,2
126,5.0,3.5,1.6,0.6,0
127,6.4,3.2,5.3,2.3,2
128,7.4,2.8,6.1,1.9,2
129,6.9,3.1,5.4,2.1,2
130,5.9,3.2,4.8,1.8,1
131,5.5,2.5,4.0,1.3,1
132,6.2,2.2,4.5,1.5,1
133,4.4,3.0,1.3,0.2,0
134,5.0,2.3,3.3,1.0,1
135,6.6,3.0,4.4,1.4,1
136,6.1,2.9,4.7,1.4,1
137,6.2,2.8,4.8,1.8,2
138,4.8,3.4,1.6,0.2,0
139,5.9,3.0,5.1,1.8,2
140,6.0,3.4,4.5,1.6,1
141,7.2,3.2,6.0,1.8,2
142,5.8,2.6,4.0,1.2,1
143,4.7,3.2,1.3,0.2,0
144,6.2,3.4,5.4,2.3,2
145,5.1,3.8,1.6,0.2,0
146,4.9,2.4,3.3,1.0,1
147,6.7,3.1,5.6,2.4,2
148,5.5,2.4,3.8,1.1,1
149,4.9,3.1,1.5,0.1,0
